,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
399,Home2 Suites by Hilton Boston South Bay,property_21005926,279,3,"Hotel featuring a business center, free wifi and free breakfast.",2.5,64.0,85.0,9.0,#93 of 96 hotels in Boston,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",2.0,1.0,1.0,0.0,0.0,0.0
400,Courtyard Boston Billerica/Bedford,property_121000,196,303,"Tranquil business-friendly hotel featuring a restaurant, a heated pool and beach access.",3.5,0.0,0.0,0.0,#3 of 3 hotels in Billerica,"As we navigate these unprecedented times, our number one focus continues to be on providing our guests and associates with a safe, healthy and enjoyable environment now and in the future. We are regularly monitoring updates surrounding COVID-19 through the Center for Disease Control (CDC), and state and local health agencies. We have developed stringent guidelines to follow including:

1. Cleaning/Disinfecting Public Areas at least once per hour
2. Checking Associate Temperatures three times per shift
3. Installing Plexiglass Shields at every front desk station
4. Placing hand sanitizer stations in public areas
5. Washing hands multiple times per shift following CDC procedures
6. Wearing and changing gloves multiple times per shift
7. Offering prepackaged items in our Corner Pantry",3.5,4.0,4.0,4.0,6.0,38.0
401,Quality Inn Revere,property_89832,180,491,"Mid-priced hotel offering a heated pool, breakfast and bike rentals.",3.5,0.0,0.0,0.0,#3 of 8 hotels in Revere,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",3.0,4.0,4.0,3.5,12.0,76.0
402,Best Western Milford Inn,property_94117,116,84,"Business-friendly hotel featuring a breakfast buffet, free internet and a fitness center.",4.5,0.0,0.0,0.0,#5 of 6 hotels in Milford,"This smoke-free Best Western Milford Inn hotel in Milford, MA is conveniently located right off of exit 20 on Interstate 495, a short drive from Boston and Providence. Milford borders Hopkinton, Holliston, Mendon, and Hopedale. We are located just 20 minutes from Gillette Stadium, 30 minutes from the Xfinity Center, and 40 minutes from Fenway Park. The area has plenty of choices for dining and shopping and a cinema 10 minutes down the road in Bellingham. All rooms have coffee makers, lamps with USB charging, hair dryers, irons with boards, and luggage benches as well as 43"" flat screen TVs. Some rooms come equipped with microwaves and and all have refrigerators. Enjoy a free hot breakfast featuring plenty of options hot or cold. You are invited to enjoy our our fitness center, free high-speed wireless internet, guest laundry facilities, and free coffee and tea is available 24/7 in the breakfast room. All upper floor rooms are accessible by elevator.",4.5,5.0,4.5,4.5,2.0,12.0
403,Fairfield Inn & Suites Boston Waltham,property_14915222,232,32,"Family-friendly hotel with an indoor pool, a bar and a convenience store.",4.5,36.0,21.0,0.0,#11 of 14 hotels in Waltham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""cmJmX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fSGV6"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",5.0,5.0,5.0,4.0,1.0,5.0
404,Holiday Inn Express Andover North - Lawrence,property_89740,86,40,"Family-friendly hotel offering contemporary rooms, a breakfast buffet and a fitness center.",4.0,37.0,21.0,1.0,,"A note from IHG® Hotels &amp; Resorts:
When you’re ready to travel again, we’ll be ready to welcome you. As the world adjusts to new travel norms and expectations, we’re enhancing the experience for you – our hotel guests – by redefining cleanliness and supporting wellbeing throughout your stay. We are expanding our commitment to cleanliness by:
• Using new science-led protocols and service measures by enhancing the IHG Way of Clean
• Partnering with industry leading experts Cleveland Clinic, Ecolab and Diversey
• Launching a global IHG Clean Promise
These strengthened procedures are designed to give you greater confidence and hotel teams the protection needed. For more information, please visit <a data-encoded-url=""c0NYX2h0dHBzOi8vd3d3LmloZy5jb20vY29udGVudC91cy9lbi9jdXN0b21lci1jYXJlL2NsZWFuLXByb21pc2UuXzJCcQ=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://www.ihg.com/content/us/en/customer-care/clean-promise."">https://www.ihg.com/content/us/en/customer-care/clean-promise.</a>",4.5,5.0,4.0,3.5,1.0,3.0
405,Holiday Inn Express Brockton - Boston,property_2544392,131,195,"Contemporary rooms in a modern mid-priced hotel with breakfast, free wifi and a heated pool.",4.0,50.0,32.0,4.0,#3 of 7 hotels in Brockton,"A note from IHG® Hotels &amp; Resorts:
When you’re ready to travel again, we’ll be ready to welcome you. As the world adjusts to new travel norms and expectations, we’re enhancing the experience for you – our hotel guests – by redefining cleanliness and supporting wellbeing throughout your stay. We are expanding our commitment to cleanliness by:
• Using new science-led protocols and service measures by enhancing the IHG Way of Clean
• Partnering with industry leading experts Cleveland Clinic, Ecolab and Diversey
• Launching a global IHG Clean Promise
These strengthened procedures are designed to give you greater confidence and hotel teams the protection needed. For more information, please visit <a data-encoded-url=""WUZUX2h0dHBzOi8vd3d3LmloZy5jb20vY29udGVudC91cy9lbi9jdXN0b21lci1jYXJlL2NsZWFuLXByb21pc2UuX3ZaRw=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://www.ihg.com/content/us/en/customer-care/clean-promise."">https://www.ihg.com/content/us/en/customer-care/clean-promise.</a>",4.0,4.5,4.5,4.0,2.0,35.0
406,Sheraton Boston Needham Hotel,property_89785,170,624,"Quiet business-friendly hotel featuring chic rooms, a restaurant and a pool.",3.5,0.0,0.0,0.0,#3 of 3 hotels in Needham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""U3V4X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fQXlI"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,15.0,100.0
407,Courtyard by Marriott Boston Andover,property_89559,169,201,"Modern mid-range hotel featuring contemporary rooms with free internet, a bar and a pool.",4.0,0.0,0.0,0.0,#7 of 7 hotels in Andover,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""a2ZlX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fNWFM"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,3.0,32.0
408,Homewood Suites by Hilton Boston Woburn,property_17827241,219,32,"Business-friendly hotel with bbq facilities, breakfast and free wifi.",4.0,38.0,27.0,2.0,#12 of 13 hotels in Woburn,"Homewood Suites by Hilton Boston Woburn is located just off I-95, 11 miles to BOS Airport and near attractions like New England Aquarium, Freedom Trail, Fenway Park, Stone Zoo, Tufts University and Faneuil Hall Marketplace. Our spacious suites include complimentary WiFi, a Smart HDTV, sofa bed, and full kitchen. Enjoy amenities like free hot full breakfast, our Heated Indoor Pool, and more. Our extensive Fitness Center features free weights, machines including a Peloton bicycle. Our meeting room is ideal for small meetings.",4.5,5.0,4.0,4.5,0.0,2.0
409,Courtyard Boston Raynham,property_94070,152,200,"Contemporary rooms in a modern business-friendly hotel with free wifi, a restaurant and a fitness center.",4.0,0.0,0.0,0.0,#2 of 4 hotels in Raynham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""RWVwX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fMXRt"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,4.0,4.0,27.0
410,Courtyard Boston Norwood/Canton,property_94092,178,220,"Tranquil family-friendly hotel offering breakfast, a sun terrace and a fitness center.",4.0,47.0,31.0,1.0,#4 of 5 hotels in Norwood,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""eUZ1X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fY3RU"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,3.0,39.0
411,Fairfield Inn & Suites Boston Milford,property_224069,179,184,"Business-friendly hotel with a convenience store, a breakfast buffet and a fitness center.",4.0,0.0,0.0,0.0,#4 of 6 hotels in Milford,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""dlNiX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fWUha"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.5,4.0,4.0,31.0
412,Holiday Inn Express Saugus Logan Airport,property_1139014,157,710,"Tranquil eco-friendly hotel offering city-view rooms, a breakfast buffet and a fitness center.",3.5,57.0,39.0,4.0,#1 of 5 hotels in Saugus,"A note from IHG® Hotels &amp; Resorts:
When you’re ready to travel again, we’ll be ready to welcome you. As the world adjusts to new travel norms and expectations, we’re enhancing the experience for you – our hotel guests – by redefining cleanliness and supporting wellbeing throughout your stay. We are expanding our commitment to cleanliness by:
• Using new science-led protocols and service measures by enhancing the IHG Way of Clean
• Partnering with industry leading experts Cleveland Clinic, Ecolab and Diversey
• Launching a global IHG Clean Promise
These strengthened procedures are designed to give you greater confidence and hotel teams the protection needed. For more information, please visit <a data-encoded-url=""U1RPX2h0dHBzOi8vd3d3LmloZy5jb20vY29udGVudC91cy9lbi9jdXN0b21lci1jYXJlL2NsZWFuLXByb21pc2UuX3V2Uw=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://www.ihg.com/content/us/en/customer-care/clean-promise."">https://www.ihg.com/content/us/en/customer-care/clean-promise.</a>",3.5,4.0,4.0,3.5,14.0,100.0
413,Residence Inn Boston Tewksbury/Andover,property_89885,152,240,"Contemporary rooms in a business-friendly hotel with a breakfast buffet, free wifi and a hot tub.",4.0,0.0,0.0,0.0,#1 of 6 hotels in Tewksbury,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""ZFZkX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fWllQ"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,4.0,3.0,60.0
414,Home2 Suites by Hilton Raynham Taunton,property_19866244,133,2,"Hotel featuring free breakfast, a heated pool and free wifi.",4.0,0.0,0.0,0.0,#4 of 4 hotels in Raynham,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",2.0,4.0,4.0,0.0,0.0,0.0
415,The Boxboro Regency Hotel and Conference Center,property_94248,103,515,"Tranquil business-friendly hotel offering a pool, a gift shop and a restaurant.",4.0,0.0,0.0,0.0,,"<div><p>If you’re looking for a family-friendly hotel in Boxborough, look no further than The Boxboro Regency.</p><p>Rooms at The Boxboro Regency provide a flat screen TV and air conditioning, and guests can stay connected with free wifi.</p><p>In addition, while staying at Holiday Inn Boxborough guests have access to a 24 hour front desk, room service, and express check-in and check-out. You can also enjoy a pool and breakfast. Need a place to park? Free parking is available at Holiday Inn Boxborough (i-495 Exit 28) Hotel.</p><p>If you like Mexican restaurants, The Boxboro Regency is conveniently located near Oscar's Burritos Mexican Grill.</p><p>The staff at The Boxboro Regency looks forward to serving you during your upcoming visit.</p><p></p></div>",4.0,4.5,4.0,4.0,2.0,100.0
416,Holly Tree Resort,property_569729,80,187,"Mid-range hotel with a game room, bbq facilities and a hot tub.",4.0,57.0,20.0,7.0,#9 of 20 hotels in West Yarmouth,"<div><p>Finding an ideal family-friendly hotel in West Yarmouth does not have to be difficult. Welcome to Holly Tree Resort, a nice option for travelers like you.</p><p>Guest rooms offer a flat screen TV, air conditioning, and a refrigerator, and Holly Tree Resort makes getting online easy as free wifi is available.</p><p>You can also take advantage of some of the amenities offered by the hotel, including a 24 hour front desk. In addition, guests can enjoy a pool and barbeque facilities during their visit. As an added convenience, there is free parking available to guests.</p><p>While in West Yarmouth, you may want to check out some of the restaurants that are a short walk away from Holly Tree Hotel, including Yarmouth House (0.3 mi), Keltic Kitchen (0.1 mi), and Ann &amp; Fran's Kitchen (0.3 mi).</p><p>Holly Tree Resort looks forward to welcoming you on your visit to West Yarmouth.</p><p></p></div>",4.5,4.0,4.0,4.0,6.0,46.0
417,Econo Lodge Hadley,property_273593,81,161,"Quiet family-friendly hotel with a golf course, a heated pool and breakfast.",3.5,42.0,27.0,6.0,#6 of 8 hotels in Hadley,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,4.0,4.0,4.0,0.0,29.0
418,Holiday Inn Express Boston Logan Airport - Revere,property_20378864,138,2,“Other hotels we stayed at on our New England trip offered ho...”,2.5,0.0,0.0,0.0,#5 of 8 hotels in Revere,"<q class=""IRsGHoPm""><span>This place is poorly run in my opinion....Young kids that don’t get it at all. After you drive all day and want to retire to your room, they require you to take a parking pass out to your car and display it in the windshield. Ask for anything and they won’t provide it. Ask for a later check out....... NOPE!   Too many other options to deal with this crap. They offer nothing. Hampton Inn is sooooo much better and right down the street. They get the idea of service over there. This must be an absentee owner because they clearly don’t care about service or upkeep. Try to find the entrance! This place is AWFUL! PASS! </span></q>",0.0,0.0,4.0,0.0,0.0,0.0
419,Orbits Inn,property_17755942,84,3,“Hotel overlooks the river. Two story walk up. New carpet....”,4.0,0.0,0.0,0.0,#1 of 3 hotels in Somerset,"<q class=""IRsGHoPm""><span>Though this was our second time here,the bedroom itself was ok, the issues husband and I had were mostly in the bathroom. When stepping into the tub, the bottom was soft and moving!! like there was nothing underneath, and the white baseboards hadn't been cleaned in a long time. The cheap shower curtain had hair on it before we even stepped in. One final thing was the chair beside bed was full of dust also, along with a dirty spot on the blanket, which grossed us out. I did call management after checking out by phone of the dissatifaction, not of asking for a refund but only to let them be aware that their cleaning staff are not doing a good job at all. She told me they will soon be updating their bathrooms. For their sake I hope so and start having their staff do what luxury</span><span class=""_1M-1YYJt""> hotels do...clean clean clean! No one wants a dirty room to sleep or bathe in. I trust that all will improve soon, and maybe if we feel lucky that we'll be back.</span><span>…</span></q>",5.0,1.0,3.0,0.0,1.0,0.0
420,Comfort Inn Randolph,property_89827,158,189,"Mid-range hotel featuring a bar, a fitness center and karaoke.",3.5,0.0,0.0,0.0,#2 of 2 hotels in Randolph,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,3.5,4.0,4.0,3.0,39.0
421,Quality Inn & Suites,property_77550,139,226,"Service-centric family-friendly hotel offering a breakfast buffet, a golf course and a pool.",3.5,69.0,75.0,27.0,#4 of 5 hotels in Northampton,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,3.5,4.0,3.5,3.0,25.0
422,Ambassador Inn & Suites,property_89863,99,343,"Mid-range hotel featuring contemporary rooms, a game room and free breakfast.",3.5,49.0,11.0,2.0,#13 of 21 hotels in South Yarmouth,"We welcome you to the Ambassador Inn &amp; Suites. We strive to make your stay as relaxing and enjoyable as possible. With our newly renovated hotel, we guarantee comfort, quality, and satisfaction. The hotel has a wide array of services such as a complimentary continental breakfast, indoor and outdoor pools, sauna, game room, business center, wireless Internet access and abundant parking. We offer affordable rates and hope you come and spend your vacation with us. Many others have done so already and statistics show approximately 89% of our guests are returning. The Ambassador Inn &amp; Suites looks forward to connecting you with the heart of Cape Cod. The Ambassador Inn and Suites is perfectly located with easy access to some of the best Eastern Atlantic vacation experiences such as the Hyannis Whale Watcher Cruises and historic points of interests like the John F. Kennedy Museum and Cape Cod museums including the Cape Cop Maritime Museum. This hotel is also close to the ZooQuarium, Heritage Museums and Gardens and Cape Cod Community College. The Barnstable Municipal Airport is five miles away. Enjoy shopping at the nearby Cape Cod Mall. The Thornton Burgess Museum is also close by. A variety of fine golf courses and off-shore salt water fishing opportunities are in the surrounding area of The Ambassador Inn &amp; Suites.",4.0,3.5,3.5,3.5,11.0,52.0
423,Comfort Inn - Boston,property_222958,153,370,"Tranquil eco-friendly hotel in Dorchester featuring a breakfast buffet, free wifi and a pool.",3.5,39.0,29.0,2.0,#87 of 96 hotels in Boston,"<div><p>If you’re looking for a quiet hotel in Boston, look no further than Comfort Inn - Boston.</p><p>Close to some of Boston's most popular landmarks, such as Dorchester North Burying Grounds (1.9 mi) and James Blake House (2.0 mi), Comfort Inn - Boston Hotel is a great destination for tourists.</p><p>Guest rooms offer amenities such as a flat screen TV, and guests can go online with free wifi offered by the hotel.</p><p>The property also features a pool and breakfast to make your visit even more pleasant. Guests arriving by vehicle have access to free parking.</p><p>If you are looking for some good spots to eat nearby, you may want to check out Eire Pub (0.8 mi), El Oriental de Cuba (0.5 mi), or Venezia (0.4 mi), all of which are within walking distance of Boston Comfort Inn.</p><p>If you are interested in exploring Boston, check out one of the architectural buildings, such as Prudential Center, Marriott's Custom House, and John Hancock Tower.</p><p>The staff at Comfort Inn - Boston looks forward to serving you during your upcoming visit.</p><p></p></div>",3.5,4.0,3.5,3.5,53.0,90.0
424,Courtyard by Marriott Boston Westborough,property_93983,183,168,"Contemporary rooms in a quiet business-friendly hotel with a bar, a fitness center and a picnic area.",3.5,0.0,0.0,0.0,#5 of 8 hotels in Westborough,You can check in using you Marriott Bonvoy mobile check-in and to check out just leave the keys in the room . Your safety is a priority to us and all the before mentioned steps are being taken for your safety.,3.5,4.0,4.0,4.0,1.0,34.0
425,Comfort Inn Rockland - Boston,property_89836,169,161,"Tranquil mid-priced hotel featuring horseback riding, a fitness center and free breakfast.",3.5,0.0,0.0,0.0,#3 of 3 hotels in Rockland,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,4.0,4.0,3.5,3.0,33.0
426,Comfort Inn & Suites,property_94004,101,204,"Contemporary rooms in a mid-priced hotel with breakfast, bike rentals and a pool.",3.5,40.0,31.0,0.0,#7 of 18 hotels in West Springfield,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,3.5,4.0,3.5,2.0,33.0
